ref,title,author,lastRunTime,totalVotes,competition,domain,dataDependency,codeDependency,awareness,modularity,configurableOptions,scalability,readability,performance,duplicateCodeElimination
hatunina/lstm-with-normal-features-base-on-dieter,LSTM with normal features base on Dieter,hatunina,2019-06-09 14:54:41.323000,20,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
stanislavblinov/sweet-bi-lstm-attentionwithcontext,Sweet Bi_LSTM + AttentionWithContext ,Stanislav Blinov,2019-04-03 12:13:58.033000,20,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
prithvi1029/unprocessed-comments-worked-well,Unprocessed comments worked well,Abhishek Prithvi Teja,2019-06-26 20:53:15.467000,19,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
protan/lstm-cnn-torchtext-with-ignite,LSTM + CNN (torchtext with ignite),Anton Protopopov,2019-05-17 13:17:05.503000,19,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
alber8295/nb-svm-linear-baseline,NB-SVM linear baseline,Alber,2019-04-02 16:48:15.850000,19,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
springmanndaniel/baseline-in-r-lstm-cnns,baseline in R - lstm + cnns,danzel,2019-05-14 08:40:18.323000,18,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
artgor/pytorch-text-processing-and-other-things,Pytorch text processing and other things,Andrew Lukyanenko,2019-05-06 04:42:23.273000,18,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
iluxave/cnn-using-identity-parameters-solution,CNN using Identity Parameters Solution,Ilya Evenbach,2019-04-13 22:46:56.630000,18,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
powercode/bilstm-gru-caps,bilstm+gru+caps,归来仍是少年,2019-04-06 15:57:19.910000,18,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
artgor/pytorch-text-processing-and-other-things-old,"Pytorch, text processing and other things old",Andrew Lukyanenko,2019-05-05 13:27:18.737000,17,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
minihihihaha/jigsaw-bert-tftransformers-baseline,Jigsaw_BERT(TFtransformers)_baseline,Trung Nguyễn Đức,2025-01-19 07:22:01.173000,16,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
skilleen/machine-learning-lab-iwd,Machine Learning Lab IWD,Scott Killeen,2019-11-28 17:48:03.327000,16,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
maxjeblick/replacing-oov-words-with-bert,Replacing OOV words with BERT ,Max Jeblick,2019-06-14 19:00:49.700000,16,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
adrianoavelar/lstm-eda-solution-for-jigsaw-toxicity,LSTM -EDA-Solution for Jigsaw ... Toxicity,Adriano Avelar,2019-05-07 12:14:00.297000,16,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
abdokamr/starter-eda-baseline-tf-idf-lr,Starter EDA + Baseline(TF-IDF + LR),Abdulrahman Kamr,2021-11-19 12:14:27.493000,15,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
tenffe/fastai-bert-train-baseline-10-epoch,fastai-BERT-train-baseline-10-epoch,zhangxin,2019-06-24 08:05:09.930000,15,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
aussie84/basic-lstm-explanatory-walkthrough,Basic LSTM: Explanatory walkthrough,Rafael,2019-08-31 15:00:00.240000,15,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
matsuik/convert-embedding-dictionary-to-gensim-w2v-format,Convert embedding dictionary to gensim w2v format,Kazuhiro,2019-06-07 10:02:58.193000,15,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
nivedas/beginner-toxicity-classification-kernel,Beginner - Toxicity classification kernel,Niveda Sivapregasam,2019-07-17 18:49:31.307000,15,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
duykhanh99/bidirectional-lstm-and-attention,Bidirectional LSTM and Attention,KhanhVD,2019-05-06 17:29:51.183000,15,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
maxl28618/toxic-comments-lstm-in-pytorch-with-torchtext,Toxic comments - LSTM in PyTorch with TorchText,MaxL,2019-04-30 21:12:53.493000,15,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
authman/word-embedding-penalty,Word Embedding Penalty,عثمان,2019-04-18 22:16:50.147000,15,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
tyagit3/training-speed-bucketing-variable-len-padding,↑ training speed- Bucketing & Variable len padding,Sahil Tyagi,2019-04-17 12:53:18.123000,15,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
hamishdickson/train-w2v-gensim,train w2v gensim,Hamish,2019-04-14 20:57:10.963000,15,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
plasticgrammer/jigsaw-toxicity-classification-playground,Jigsaw Toxicity Classification: playground,plasticgrammer,2019-07-19 00:49:56.220000,15,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
gpreda/jigsaw-comments-text-exploration,Jigsaw Comments Text Exploration,Gabriel Preda,2023-06-18 19:11:38.247000,14,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
blackitten13/lstm-cp-clip-nb-tw-tfidf-bert4x-gpt-test-best,LSTM (cp clip nb tw) TFIDF BERT4x GPT (TEST) best,Evgeny Kovalev,2019-06-26 20:08:47.957000,14,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
tenffe/fastai-bert-inference-with-9-epoch,fastai-BERT-inference with 9 epoch,zhangxin,2019-06-24 16:10:09.170000,14,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
yeayates21/threshold-eda-then-following-the-rabbit,Threshold_EDA_Then_Following_The_Rabbit,Matt Yates,2019-05-26 18:51:46.390000,14,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
kenkrige/subgroup-analysis,Subgroup Analysis,Ken Krige,2019-05-05 05:25:08.857000,14,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
skumar2007ctae/text-pre-processing-applied-simple-lstm,Text pre processing applied -Simple LSTM ,Sushil Patidar,2019-04-25 14:20:17.303000,14,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
dimitreoliveira/toxicity-bias-extensive-eda-and-bi-lstm,Toxicity Bias - extensive EDA and Bi LSTM,DimitreOliveira,2019-04-20 16:31:37.307000,14,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
jazivxt/ontological-paradox-civil-bias,Ontological Paradox Civil Bias,jazivxt,2019-05-01 06:21:42.003000,14,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
fulrose/ds-0722-problem-02,[DS_0722] Problem_02,TaeJin Kim,2021-07-21 16:02:41.057000,13,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
yetman/simple-gru-bert,Simple GRU + BERT,Yetman,2019-06-26 15:06:47.363000,13,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
snakayama/first-bert-model-yeahhhh,FIRST BERT MODEL YEAHHHH,makogarei,2019-06-26 22:11:22.297000,13,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
gjeffroy/simple-model-naive-bayes-and-logistic-reg,Simple model (Naive Bayes and Logistic reg) ,Guillaume J,2019-05-15 13:52:19.733000,13,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
sklasfeld/simple-lstm-annotated-v2,Simple_LSTM_annotated_V2,Sammy Klasfeld,2019-06-26 20:02:35.930000,13,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
nevermoi/jigsaw-toxic-prediction-by-simple-linearsvr-tfidf,jigsaw-toxic-prediction-by-simple-linearsvr-tfidf,shuson,2019-04-15 12:37:25.360000,13,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
aceofspades4171/kaggle-project,Kaggle_Project,AceOfSpades4171,2023-07-31 05:07:34.107000,12,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
kyakovlev/internal-eda-public,Internal EDA (public),Konstantin Yakovlev,2019-06-27 12:26:15.063000,12,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
ostamand/submission-2-bert-gpt2,Submission #2: BERT + GPT2,Olivier St-Amand,2019-06-26 11:54:17.073000,12,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
jacobgreen4477/dms-korea-clean-text-glove-fasttext-keras, DMS.KOREA - clean-text+glove+fasttext+keras,Jacob(현종열),2019-05-24 05:24:12.360000,12,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
praxitelisk/jigsaw-toxicity-classification-eda-dl-keras-lstm,Jigsaw Toxicity Classification EDA + DL Keras LSTM,Praxitelis-Nikolaos Kouroupetroglou,2019-05-20 15:55:53.790000,12,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
shubham505/apply-by-simple-bilstm,apply by Simple BiLSTM,shubham goyal,2019-05-14 11:13:00.567000,12,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
justjun0321/simple-sklearn-models,Simple Sklearn models,Wei Chun Chang,2019-04-10 13:58:32.767000,12,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
minhazreza/toxicity-classification-gru-lstm,"Toxicity Classification - GRU, LSTM",Minhaj Reza Hasan,2021-11-12 10:23:25.470000,11,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
mohamedtaha7/toxicity-from-text-gru-lstm,"Toxicity from Text - GRU, LSTM",Mohamed Taha,2021-05-16 19:31:57.270000,11,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
curiousprogrammer/xlnet-with-imdb-classifier-base-model,XLNet - With IMDB Classifier - Base Model,Dasaprakash K,2019-08-05 17:40:09.947000,11,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
pnussbaum/benchmark-kernel-and-aaa19-v06,Benchmark Kernel and AAA19 v06,"Paul Nussbaum, PhD",2019-05-04 03:57:59.377000,11,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
elias8888/bert-baseline-score-0-91,BERT-Baseline-Score-0.91,elias8888,2019-04-09 15:36:47.797000,11,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
suraj520/longformer-know-train-infer,"[Longformer]Know📚, Train⚙️ & Infer🧐",Suraj,2023-06-22 14:50:03.363000,10,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
mohammadaflahkhan/dataset-processing-for-targets,Dataset Processing for Targets,Mohammad Aflah Khan,2022-08-13 07:06:50.357000,10,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
jmourad100/toxicity-detection-using-bert-embeddings,Toxicity Detection [using BERT embeddings],JM100,2019-12-07 18:22:53.610000,10,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
sid321axn/spacy-explored-toxic-texts,spaCY explored Toxic Texts !!!,Manu Siddhartha,2019-09-05 11:07:05.850000,10,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
codeastar/save-keras-rnn-model,Save Keras RNN model,Raven Hon,2019-06-26 04:11:20.190000,10,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
aialba/lstm-w-pytorch,LSTM w/ Pytorch,Andy Alba,2019-06-18 19:40:51.357000,10,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
siddhrath/double-model,Double_model,siddharth,2019-06-04 21:18:14.247000,10,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
ravikondadadi/loading-bert-using-pytorch-with-tokenizer-apex,Loading BERT using pytorch (with tokenizer & apex),nlpravi,2019-05-22 05:41:01.653000,10,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
sarvajna/jigsaw-toxicity-eda,Jigsaw Toxicity - EDA,Ashish Jagadish,2019-05-12 08:12:47.313000,10,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
francoisdubois/add-a-gru-layer,Add a GRU layer,François,2019-04-25 09:02:02.567000,10,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
shilowu/bert-toxicityclassification2,Bert-ToxicityClassification2,WinterSleepingAnimal,2019-04-22 02:16:48.840000,10,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
micheldc55/tutorial-eda-for-nlp-how-to-build-a-vocabulary,tutorial EDA for NLP & how to build a vocabulary,micheldc55,2023-01-05 12:30:19.690000,9,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
dhainiksuthar/toxic-comment-classification,Toxic comment classification,Dhainik Suthar,2022-02-07 11:22:16.877000,9,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
fulrose/fkms-bert-training,[FKMs] Bert training,TaeJin Kim,2022-11-15 10:11:15.683000,9,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
patricia92fa/jigsaw-competition-part-i-exploratory-analysis,Jigsaw Competition Part I - Exploratory Analysis,Patricia Ferreiro,2020-01-03 11:48:13.433000,9,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
heshamasem/toxic-text-classification,Toxic Text Classification,Hesham Asem,2019-09-03 13:40:13.643000,9,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
kalashnimov/attention-with-fold,Attention with Fold,Jie Hu,2020-07-24 01:03:49.493000,9,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
siddhrath/first-model-lstm,first_model_lstm,siddharth,2019-06-04 21:36:41.137000,9,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
phseidl/pytorch-bert-fast-bucket-inference-blend-individ,Pytorch BERT Fast Bucket Inference Blend individ,Philipp S.,2019-07-23 09:14:33.630000,9,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
labdmitriy/jigsaw-linearsvc-tfidf-nb-features,Jigsaw - LinearSVC + Tfidf + NB features,Dmitry Labazkin,2019-04-17 15:34:49.253000,9,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
maxjeblick/keras-lstm-with-competition-metric-callback,keras lstm with competition metric callback,Max Jeblick,2019-04-16 19:01:48.170000,9,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
vivaroma/simple-lstm-with-learn-rate-tuned,Simple LSTM with Learn Rate Tuned,Eric R,2019-05-03 22:32:35.523000,9,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
rohankumar0002/using-gensim-and-keras-lstm,using gensim and keras lstm,Rohan Kumar,2019-04-11 12:18:36.153000,9,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
masterscrat/lsa-lgbm-baseline-w-system-monitoring,"LSA, LGBM Baseline w/ System Monitoring",MasterScrat,2019-04-06 22:23:57.587000,9,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
cthulhucoder/simple-lstm-pytorch-version,Simple LSTM Pytorch version,Saha Chan,2024-07-09 18:16:36.087000,8,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
fulrose/fkms-preprocessing,[FKMs] Preprocessing,TaeJin Kim,2022-11-15 07:40:38.020000,8,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
hidebu/luke-base-add-datasets-private-0-8011,"Luke-base, add datasets (Private:0.8011)",HideBu,2022-02-08 12:43:02.963000,8,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
amrutiashivani/nlp-toxicity-classification,NLP Toxicity Classification,Shivani Amrutia,2021-01-18 12:07:10.967000,8,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
tenffe/jigsaw-embedding-by-bert,jigsaw-embedding-by-BERT,zhangxin,2019-06-24 12:03:24.777000,8,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
rodgomrod/simple-lightgbm-stacker-identity-public-0-902,Simple LightGBM_Stacker_Identity [Public 0.902],Rodrigo Gómez,2019-06-26 12:34:39.663000,8,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
gphilmod/hello-world,hello world,Philippe Modard,2019-06-20 19:24:13.620000,8,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
jasonjensen/tensorflow-bert,TensorFlow BERT,Jason O. Jensen,2019-06-23 13:52:19.893000,8,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
sanjeeth/logreg-nb-text-classification,LogReg_NB Text classification,sanjeethjveigas,2019-06-16 16:18:37.730000,8,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
siddhrath/all-zero,all_zero,siddharth,2019-06-04 18:28:11.857000,8,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
albahnsen/p3-samplesolution,P3-SampleSolution,Al.Bahnsen,2019-05-04 02:26:44.150000,8,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
antondergunov/basic-exploratory-analysis,Basic exploratory analysis,Anton Dergunov,2019-04-07 19:50:31.073000,8,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
mohanamurali/bgow-tf-idf-lr-w2v-lgb-bayesopt,bgow +Tf-Idf  + lR &  W2V+ Lgb + BayesOpt,Mohana,2019-04-05 17:40:11.113000,8,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
beloruk1/comparing-embeddings,Comparing embeddings,Kseniia Palin,2019-04-03 09:10:53.497000,8,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
lsjsj92/toxic-simple-eda-and-modeling-with-lstm,toxic simple EDA and modeling with LSTM,leesoojin,2019-03-31 20:32:13.457000,8,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
jarvis11/toxic-comment-classification-with-tuning,Toxic Comment Classification with tuning,Jignesh Patel,2022-09-07 06:08:37.487000,7,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
dhainiksuthar/toxic-comment,toxic comment,Dhainik Suthar,2022-02-08 02:11:26.370000,7,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
seraphwedd18/jigsaw-toxic-severity-lightgbm-training,Jigsaw Toxic Severity - LightGBM Training,Venturillo JE,2021-11-24 00:04:38.657000,7,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
ameythakur20/exercise-identifying-bias-in-ai,Exercise: Identifying Bias in AI,AMEY THAKUR,2021-08-14 09:01:27.147000,7,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
fahimmahmood/jigsaw-toxic-comment-detection,Jigsaw Toxic Comment Detection,Fahim Mahmood,2021-06-25 13:08:57.127000,7,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
naim99/tunizi-using-bert-embeddings,tunizi [using BERT embeddings],Naim Mhedhbi,2021-01-01 22:31:44.690000,7,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
omarkhald/toxicity-classification-ipynb,Toxicity Classification.ipynb,omar khaled,2020-07-20 19:07:59.747000,7,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
fulrose/fkms-eda,[FKMs] EDA,TaeJin Kim,2022-11-12 11:57:11.383000,7,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
saranyashalya/pytorch-bert-sequence-classification,Pytorch BERT- Sequence Classification,Saranya G,2019-11-19 08:37:17.393000,7,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
twrobel/lab-draft,Lab draft,twrobel,2019-11-28 17:08:33.490000,7,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
harendrap/fastai-ulmfit-tutorial,fastai ulmfit tutorial,Harendra,2019-09-20 14:51:08.130000,7,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
gauripradhan/toxicity-detection-using-bert-embeddings,Toxicity Detection [using BERT embeddings],Gauri Pradhan,2019-08-11 04:51:54.327000,7,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
k123321141/bert-baseline,bert baseline,r06922115_鄭皓謙,2019-06-25 16:06:04.703000,7,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
bkkaggle/converting-whole-word-masking-bert-to-pytorch,converting whole-word-masking bert to pytorch,bilal2vec,2019-06-11 18:45:29.170000,7,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
kdgyun425/a-variant-of-transformer,A variant of Transformer,Donggyun Kim,2019-06-01 19:38:23.353000,7,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
chriskeown/lstm-64-pool-max-avg-dense-256,"LSTM: 64; Pool: Max, Avg; Dense: 256",Chris Keown,2019-05-07 15:27:23.087000,7,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
alexanderliao/insight-eda-distributions,Insight EDA-Distributions,Liao,2019-05-06 01:12:25.833000,7,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
cttsai/jigsaw-fast-compact-solution-with-gru,Jigsaw Fast Compact Solution with GRU,Chia-Ta Tsai,2019-04-18 00:36:13.707000,7,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
sergeykalutsky/searching-for-balance,Searching for Balance,Sergey Kalutsky,2019-04-04 10:09:45.660000,7,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
mahmoudelkarargy/toxiccommentclassification,ToxicCommentClassification,Mahmoud ElKarargy,2024-06-03 11:51:03.480000,6,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
gpreda/jigsaw-predict-bert-large,Jigsaw_predict_BERT_large,Gabriel Preda,2023-06-05 22:18:34.920000,6,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
fulrose/fkms-data-generation,[FKMs] Data generation,TaeJin Kim,2022-11-15 08:19:38.173000,6,jigsaw-unintended-bias-in-toxicity-classification,NLP,0,0,0,0,0,0,0,0,0
